vote_id,congress,topic_id,topic,vote_time_year,vote_time_month,vote_time_date,vote_time_hour,vote_time_minute,vote_time_second,member_id,vote
29940,129,30,álit kjörbréfanefndar,2003,05,27,13,46,46,631,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,648,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,647,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,649,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,5,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,48,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,650,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,651,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,652,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,653,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,76,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,98,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,654,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,106,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,109,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,124,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,129,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,134,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,162,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,655,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,176,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,656,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,191,já

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,7,boðaði fjarvist

29941,129,1,frestun á fundum Alþingis,2003,05,27,21,57,13,198,já

